sentence_type,country,msg_type,repeat,mmsi,status,turn,speed,accuracy,lon,lat,course,heading,second,maneuver,raim,radio,ais_version,imo,callsign,shipname,ship_type,to_bow,to_stern,to_port,to_starboard,epfd,month,day,hour,minute,draught,destination,dte
AIVDM,India,1,1,419000780,8,-127.0,8.1,False,72.57949,16.242107,314.3,311,60,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Greece,5,0,241959000,,,,,,,,,,,,,2,1017048,SVEA6,METRO MISTRAL,80,191,37,23,13,1,10,16,12,0,8.2,FUJAIRAH FOR ORDERS,False
AIVDM,Guinea-Bissau,1,0,630001194,0,0.0,16.0,True,72.985887,15.683768,168.1,168,52,0,False,180688,,,,,,,,,,,,,,,,,
AIVDM,Denmark,1,0,219270000,0,-1.0,12.8,True,66.793057,17.17337,130.5,126,51,0,False,2255,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538005426,3,0.0,9.6,False,73.203047,13.961745,61.7,64,53,0,False,100283,,,,,,,,,,,,,,,,,
AIVDM,Thailand,1,1,567513000,0,0.0,9.9,True,72.782813,15.92663,350.7,352,53,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.2,True,72.93098,15.258012,173.0,179,52,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538010120,0,0.0,15.5,False,70.476197,17.495352,147.0,148,51,0,False,49228,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636018102,0,0.0,12.3,False,72.946162,14.34861,158.4,157,53,0,False,34758,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538009790,0,0.0,11.0,True,72.09875,15.242383,327.0,328,52,0,False,34759,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015170,0,2.0,10.2,False,70.961247,17.124295,86.4,85,53,0,False,133307,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563286100,0,0.0,0.4,False,68.584173,21.49596,200.9,258,53,0,False,24680,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,354252000,0,0.0,13.1,False,71.973858,14.854505,333.1,332,53,0,False,24680,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538007463,0,0.0,11.9,False,71.804358,15.662997,336.8,337,52,0,False,67539,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,1,636015170,0,2.0,10.2,False,70.961247,17.124295,86.4,85,53,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,3,0,574005600,0,127.0,14.1,True,72.972383,14.154317,133.0,147,54,0,False,2448,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,1,538007463,0,0.0,11.9,False,71.804358,15.662997,336.8,337,52,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,1,538007463,0,0.0,11.9,False,71.804358,15.662997,336.8,337,52,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.2,True,72.930982,15.257977,174.0,179,53,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215217000,0,-1.0,15.5,False,70.961648,18.38391,119.4,120,52,0,False,49732,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.6,False,72.055648,15.904268,146.8,148,14,0,False,82623,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,249690000,0,0.0,13.1,True,69.864855,13.824718,153.0,152,51,0,False,82290,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,563361000,0,0.0,17.6,False,72.055648,15.904268,146.8,148,14,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477099600,0,0.0,13.5,True,66.513583,17.545383,129.0,129,52,0,False,67594,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.0,True,72.930988,15.25794,176.5,179,54,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,3,0,574005600,0,127.0,14.1,True,72.972433,14.154283,133.0,147,55,0,False,2561,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019669,0,-1.0,11.7,True,69.571995,14.889108,135.1,135,53,0,False,24680,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,1,477083600,0,0.0,12.0,False,69.795978,15.272845,328.5,328,55,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,0,235335000,0,0.0,16.2,True,71.799568,16.487587,152.6,150,50,0,False,2216,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,8.9,True,72.93099,15.257903,178.0,179,55,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431938000,0,-0.0,14.5,False,69.640105,15.020307,143.0,143,53,0,False,49572,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538008997,0,0.0,11.7,False,73.057468,15.201542,349.2,349,54,0,False,82382,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,353058000,0,0.0,9.9,False,71.507783,15.04715,315.9,314,56,0,False,67659,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004121,0,0.0,11.3,False,72.073338,15.521627,334.6,331,55,0,False,2249,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,8.9,True,72.930992,15.257863,178.2,179,56,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538006490,0,0.0,11.2,False,72.453037,15.025723,151.1,148,20,0,False,115166,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477174300,0,0.0,12.1,False,66.082515,17.047072,140.9,138,57,0,False,114932,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,0,258105000,0,0.0,12.6,True,69.647517,15.140717,134.0,134,55,0,False,100451,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215577000,0,0.0,17.1,True,69.821368,14.59772,130.7,128,56,0,False,24680,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,566510000,0,-2.0,14.0,True,72.847482,16.147272,343.6,346,57,0,False,67694,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001019,0,0.0,12.3,False,72.075327,16.050993,152.4,151,57,0,False,3,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,3,0,574005600,0,127.0,14.1,True,72.972567,14.154133,134.0,148,58,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Guinea-Bissau,1,0,630001194,0,0.0,15.8,True,72.985973,15.683333,168.7,168,58,0,False,198775,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636020364,0,0.0,12.4,True,72.503408,14.192207,141.8,140,55,0,False,67707,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.0,True,72.930992,15.257823,177.0,179,57,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Netherlands Antilles,1,0,306213000,0,0.0,12.5,False,70.60174,16.3604,313.7,316,19,0,False,198789,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419740000,0,0.0,12.8,True,72.514733,14.159267,139.0,139,58,0,False,34952,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001541,0,-0.0,13.4,True,72.961305,15.350453,342.7,343,57,0,False,82471,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004122,8,0.0,10.8,False,73.782,13.918667,137.0,137,57,0,False,67728,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001470,0,0.0,11.3,False,73.565373,14.056068,341.4,340,57,0,False,2230,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001541,0,-0.0,13.4,True,72.961305,15.350453,342.7,343,57,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352002071,0,0.0,11.5,False,73.672472,14.466108,341.7,340,57,0,False,100512,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,8.9,True,72.930988,15.25778,177.4,179,58,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636017088,0,0.0,11.8,True,69.43679,15.040407,311.1,312,56,0,False,100513,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636020930,0,0.0,10.8,False,74.823628,11.981438,341.4,342,57,0,False,34981,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636021733,0,0.0,12.3,False,69.938462,14.559925,131.5,131,59,0,False,34984,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,3,0,574005600,0,127.0,14.1,True,72.972617,14.154083,134.0,148,59,0,False,2512,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.6,False,72.055878,15.90393,146.7,148,19,0,False,49854,,,,,,,,,,,,,,,,,
AIVDM,Cyprus,1,0,212546000,0,0.0,11.0,True,70.374265,17.428265,125.0,124,58,0,False,49333,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,373562000,0,0.0,10.9,True,74.064965,14.0487,347.5,349,50,0,False,100543,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,563361000,0,0.0,17.6,False,72.055878,15.90393,146.7,148,19,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003860,9,-128.0,0.0,True,70.674917,18.362515,360.0,511,59,0,True,82098,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.3,True,72.93099,15.257738,173.9,179,59,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,563361000,0,0.0,17.6,False,72.055878,15.90393,146.7,148,19,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215217000,0,-2.0,15.4,False,70.962043,18.383698,119.3,120,58,0,False,32768,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,0,257394000,0,0.0,13.0,True,73.045717,14.638917,345.0,347,0,0,False,2296,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636021737,0,0.0,11.1,True,70.167133,14.26255,309.0,310,58,0,False,82086,,,,,,,,,,,,,,,,,
AIVDM,Liberia,5,0,636020364,,,,,,,,,,,,,2,9887372,D5YW4,SOLAR ROMA,80,132,37,5,20,1,10,21,12,0,7.3,SG SIN,False
AIVDM,South Korea,1,0,440438000,0,0.0,11.8,False,73.844883,13.959867,335.0,337,59,0,False,65548,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,0,440163000,8,0.0,12.7,True,71.198338,15.807245,136.6,138,58,0,False,49390,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636022636,0,-5.0,8.5,False,72.54099,18.320682,345.2,347,60,0,False,98333,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,1,440163000,8,0.0,12.7,True,71.198338,15.807245,136.6,138,58,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.1,True,72.930992,15.257698,175.6,179,0,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,1,440163000,8,0.0,12.7,True,71.198338,15.807245,136.6,138,58,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001453,0,0.0,11.2,False,72.721837,16.486178,333.7,336,0,0,False,2187,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,3,0,574005600,0,127.0,14.0,True,72.9727,14.153983,135.0,149,1,0,False,2513,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001453,0,0.0,11.2,False,72.721837,16.486178,333.7,336,0,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,8.9,True,72.930988,15.257663,177.3,179,1,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Barbados,3,0,314876000,0,0.0,11.5,True,70.186573,13.817777,66.9,67,59,0,False,122083,,,,,,,,,,,,,,,,,
AIVDM,China,3,0,414720000,0,0.0,12.9,True,73.55527,13.182425,161.3,162,48,0,False,76477,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431938000,0,-0.0,14.5,False,69.640357,15.019983,142.9,143,0,0,False,49571,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,566829000,0,8.0,14.1,True,70.310448,18.3872,160.0,156,56,0,False,82153,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636018102,0,0.0,12.3,False,72.946422,14.34797,158.4,157,3,0,False,98397,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419000298,0,0.0,7.8,True,72.506238,19.120888,359.8,358,3,0,True,32868,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.1,True,72.93099,15.257625,176.0,179,2,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419000780,8,0.0,8.2,False,72.579132,16.2424,311.5,311,60,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Thailand,1,1,567513000,0,0.0,9.9,True,72.78273,15.927088,350.4,352,3,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015170,0,2.0,10.3,False,70.961742,17.12433,86.1,85,3,0,False,213285,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538005426,3,0.0,9.6,False,73.203455,13.961957,61.1,64,4,0,False,49314,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,1,636015170,0,2.0,10.3,False,70.961742,17.12433,86.1,85,3,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538007463,0,-0.0,11.9,False,71.804123,15.663515,337.1,337,2,0,False,49713,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,3,0,574005600,0,127.0,14.0,True,72.9728,14.1539,136.0,150,3,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,8.8,True,72.930992,15.257585,178.5,179,3,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,1,538007463,0,-0.0,11.9,False,71.804123,15.663515,337.1,337,2,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563286100,0,0.0,0.4,False,68.584167,21.495938,199.4,258,4,0,False,32916,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538009790,0,0.0,11.0,True,72.098417,15.2429,327.0,328,3,0,False,24684,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477099600,0,0.0,13.5,True,66.5141,17.544983,129.0,129,2,0,False,2257,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,229716000,0,-0.0,12.2,True,72.449567,13.989172,319.6,321,1,0,False,24684,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419000115,3,-14.0,0.1,False,72.589153,18.562307,83.5,17,5,0,False,32930,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,566510000,0,-0.0,14.0,True,72.847363,16.147643,343.4,346,3,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,566510000,0,-0.0,14.0,True,72.847363,16.147643,343.4,346,3,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,1,477083600,0,-1.0,12.0,False,69.79568,15.273327,328.8,327,5,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,1,477083600,0,-1.0,12.0,False,69.79568,15.273327,328.8,327,5,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.0,True,72.930992,15.257547,177.6,179,4,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Guinea-Bissau,1,0,630001194,0,0.0,16.0,True,72.986078,15.682827,168.5,168,5,0,False,196791,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636019669,0,0.0,11.7,True,69.572377,14.888725,135.3,135,3,0,False,49698,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,3,0,574005600,0,127.0,14.0,True,72.972917,14.15375,137.0,150,6,0,False,2352,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.0,True,72.93099,15.257508,177.8,179,5,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215217000,0,5.0,15.4,False,70.962437,18.383485,119.4,120,4,0,False,49732,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,563361000,0,0.0,17.6,False,72.056157,15.903522,146.7,149,25,0,False,49853,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538008997,0,0.0,11.7,False,73.057377,15.202025,348.8,349,3,0,False,2215,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,1,431126000,0,0.0,12.0,False,69.989783,18.586385,157.4,156,6,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,1,431126000,0,0.0,12.0,False,69.989783,18.586385,157.4,156,6,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,563361000,0,0.0,17.6,False,72.056157,15.903522,146.7,149,25,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636015484,0,0.0,12.6,True,71.107817,15.092858,124.9,124,4,0,False,98547,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538006490,0,0.0,11.2,False,72.453317,15.025217,151.2,148,30,0,False,65790,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.0,True,72.93099,15.257465,177.2,179,6,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,353058000,0,0.0,9.8,False,71.507467,15.047467,315.4,314,6,0,False,65791,,,,,,,,,,,,,,,,,
AIVDM,Bangladesh,1,0,405000348,0,0.0,13.5,False,70.769133,18.277173,264.4,265,42,0,False,229635,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,3,0,574005600,0,127.0,14.0,True,72.972967,14.1537,137.0,151,7,0,False,2673,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,0,235335000,0,0.0,16.1,True,71.799997,16.486787,152.6,150,1,0,False,65807,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419740000,0,0.0,12.8,True,72.5151,14.15885,139.0,139,8,0,False,24684,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419740000,0,0.0,12.8,True,72.5151,14.15885,139.0,139,8,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001563,0,0.0,14.2,True,67.598698,18.9176,127.8,125,8,0,True,65824,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419740000,0,0.0,12.8,True,72.5151,14.15885,139.0,139,8,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001019,0,0.0,12.3,False,72.075593,16.050473,152.4,151,7,0,False,49408,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477174300,0,0.0,12.0,False,66.082915,17.046583,141.5,138,8,0,False,2244,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,8.9,True,72.930992,15.257427,177.9,179,7,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352002071,0,0.0,11.5,False,73.672317,14.466573,341.9,340,6,0,False,24684,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004121,0,0.0,11.3,False,72.073077,15.52215,334.6,331,6,0,False,49658,,,,,,,,,,,,,,,,,
AIVDM,Japan,1,0,431938000,0,0.0,14.5,False,69.640612,15.019657,142.9,143,6,0,False,2254,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,1,352004121,0,0.0,11.3,False,72.073077,15.52215,334.6,331,6,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Netherlands Antilles,1,0,306213000,0,0.0,12.5,False,70.601302,16.360803,313.9,316,29,0,False,133292,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,1,352004121,0,0.0,11.3,False,72.073077,15.52215,334.6,331,6,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,0,440438000,0,0.0,11.8,False,73.844683,13.960267,335.0,337,7,0,False,24684,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352898749,0,1.0,10.8,False,70.347935,14.99015,135.3,135,9,0,False,2252,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.0,True,72.930993,15.257387,176.3,179,8,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,352004122,8,0.0,10.8,False,73.782333,13.918167,137.0,137,7,0,False,33099,,,,,,,,,,,,,,,,,
AIVDM,Liberia,3,0,636020364,0,0.0,12.4,True,72.503802,14.191695,141.7,140,6,0,False,79709,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001470,0,0.0,11.3,False,73.565193,14.056615,341.3,340,8,0,False,2191,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003862,0,0.0,11.6,True,70.434283,14.092015,313.9,315,9,0,False,65879,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,0,566510000,0,0.0,14.0,True,72.847282,16.147957,343.4,346,8,0,False,82584,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215577000,0,0.0,17.1,True,69.82214,14.59707,130.6,128,8,0,False,82460,,,,,,,,,,,,,,,,,
AIVDM,Cyprus,1,0,212546000,0,0.0,11.0,True,70.374648,17.428012,124.8,124,7,0,False,24684,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001541,0,-1.0,13.3,True,72.961097,15.351107,342.5,343,8,0,False,49702,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636020930,0,0.0,10.8,False,74.823465,11.981905,340.4,342,7,0,False,65886,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,3,0,574005600,0,127.0,14.0,True,72.97305,14.1536,138.0,151,9,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003951,0,0.0,12.4,True,70.7789,15.930333,319.0,320,8,0,False,33131,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419001425,0,0.0,1.6,False,72.32374,18.66237,160.3,140,7,0,False,2277,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,8.9,True,72.930992,15.257347,177.0,179,9,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419001541,0,-1.0,13.3,True,72.961097,15.351107,342.5,343,8,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Comoros,1,0,620999949,0,1.0,11.9,False,67.473688,20.84122,119.4,119,8,0,False,2205,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,0,440163000,8,0.0,12.7,True,71.198753,15.806812,136.6,138,8,0,False,65921,,,,,,,,,,,,,,,,,
AIVDM,Singapore,1,1,563120300,0,0.0,11.6,True,73.213425,15.90983,330.9,330,10,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Guinea-Bissau,1,0,630001194,0,0.0,15.9,True,72.98615,15.682463,168.1,168,10,0,False,133301,,,,,,,,,,,,,,,,,
AIVDM,South Korea,1,1,440163000,8,0.0,12.7,True,71.198753,15.806812,136.6,138,8,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.0,True,72.930988,15.257312,175.6,179,10,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,357155000,0,0.0,17.3,False,66.435148,17.568063,312.9,314,9,0,False,24684,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636021737,0,0.0,11.1,True,70.166683,14.2629,309.0,310,10,0,False,49318,,,,,,,,,,,,,,,,,
AIVDM,Norway,1,0,257394000,0,0.0,12.9,True,73.045567,14.63955,345.0,346,11,0,False,33192,,,,,,,,,,,,,,,,,
AIVDM,Hong Kong,1,0,477833400,0,0.0,11.1,True,67.871207,14.633775,140.4,140,10,0,False,65961,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,373562000,0,0.0,10.9,True,74.064857,14.049243,348.4,349,2,0,False,24684,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636022636,0,3.0,8.5,False,72.54089,18.321068,345.9,346,60,0,False,2267,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538003860,9,-128.0,0.0,True,70.67492,18.362508,360.0,511,11,0,True,33195,,,,,,,,,,,,,,,,,
AIVDM,India,5,0,419000115,,,,,,,,,,,,,1,9607344,AWQN,SCI SABARMATI,51,16,62,8,9,0,2,25,3,30,4.5,MUMBAI,False
AIVDM,Singapore,1,0,563361000,0,0.0,17.6,False,72.056435,15.903108,146.8,149,31,0,False,82621,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,3,0,574005600,0,127.0,13.9,True,72.973133,14.1535,138.0,152,12,0,False,2288,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.0,True,72.93099,15.257275,176.0,179,11,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419000780,8,0.0,8.1,False,72.57886,16.242615,310.3,312,60,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,India,1,1,419000780,8,0.0,8.1,False,72.57886,16.242615,310.3,312,60,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Barbados,1,0,314876000,0,0.0,11.5,True,70.187073,13.817975,66.8,67,9,0,False,82300,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,1,215217000,0,1.0,15.4,False,70.962833,18.383273,119.3,120,10,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,1,215217000,0,1.0,15.4,False,70.962833,18.383273,119.3,120,10,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,0,636018102,0,0.0,12.3,False,72.946618,14.34749,158.5,157,13,0,False,2213,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.0,True,72.930985,15.257233,176.0,179,12,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538005426,3,0.0,9.6,False,73.203858,13.962167,61.2,63,13,0,False,2255,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,0,235335000,0,0.0,16.1,True,71.80021,16.486388,152.7,150,7,0,False,66027,,,,,,,,,,,,,,,,,
AIVDM,Denmark,1,0,219270000,0,0.0,12.9,True,66.794053,17.172553,130.6,126,11,0,False,2234,,,,,,,,,,,,,,,,,
AIVDM,Vietnam,1,0,574005600,0,127.0,13.9,True,72.973217,14.1534,139.0,152,13,0,False,82710,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538007463,0,-0.0,11.9,False,71.8039,15.664033,336.7,337,12,0,False,82482,,,,,,,,,,,,,,,,,
AIVDM,United Kingdom,1,1,235335000,0,0.0,16.1,True,71.80021,16.486388,152.7,150,7,0,False,0,,,,,,,,,,,,,,,,,
AIVDM,Marshall Islands,1,0,538009790,0,0.0,10.9,True,72.09815,15.2433,327.0,328,12,0,False,33278,,,,,,,,,,,,,,,,,
AIVDM,Liberia,1,1,636015170,0,4.0,10.2,False,70.962242,17.124365,86.3,85,14,0,False,0,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,9.1,True,72.930987,15.257192,176.2,180,13,0,True,0,,,,,,,,,,,,,,,,,
AIVDM,Panama,1,0,354252000,0,0.0,13.1,False,71.97323,14.855623,331.3,332,13,0,False,49499,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,229716000,0,-0.0,12.3,True,72.449207,13.989592,319.3,321,11,0,False,66073,,,,,,,,,,,,,,,,,
AIVDM,India,1,0,419000115,3,-9.0,0.1,False,72.589145,18.562318,83.5,16,15,0,False,49571,,,,,,,,,,,,,,,,,
AIVDM,Malta,1,0,215577000,0,0.0,17.2,True,69.822393,14.59686,130.6,128,13,0,False,24684,,,,,,,,,,,,,,,,,
AIVDO,Unknown,1,0,987654321,0,0.0,8.8,True,72.93099,15.257155,179.6,180,14,0,True,0,,,,,,,,,,,,,,,,,
